App1 - SLLC,App1 - DRAM,App1 - NET,App2 - SLLC,App2 - DRAM,App2 - NET,App3 - SLLC,App3 - DRAM,App3 - NET,Nivel de interferencia
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Muito baixo,Muito alto,Baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito alto,Baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito alto,Medio,Muito baixo,Muito alto,Medio,Muito alto,Muito baixo,Alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Alto,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Muito alto,Baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Baixo,Alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Medio,Muito alto,Alto,Baixo
Muito alto,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Alto,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo
Baixo,Muito baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Muito baixo,Medio,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Muito baixo,Muito alto,Muito baixo,Medio,Muito baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Baixo
Alto,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Baixo
Baixo,Baixo,Muito baixo,Muito alto,Muito baixo,Medio,Medio,Baixo,Baixo,Baixo
Alto,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Baixo,Alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Alto,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Alto,Baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito alto,Baixo,Baixo,Baixo
Medio,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Baixo,Baixo,Baixo
Baixo,Muito baixo,Baixo,Baixo,Alto,Baixo,Medio,Muito alto,Medio,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Medio,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Baixo,Alto,Muito alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo
Muito baixo,Alto,Muito baixo,Baixo,Muito alto,Alto,Medio,Muito alto,Medio,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Muito baixo,Muito alto,Medio,Muito baixo,Baixo,Baixo,Baixo,Muito alto,Medio,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Baixo,Alto,Muito baixo,Medio,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Medio,Muito baixo,Alto,Baixo,Medio,Muito baixo,Baixo,Baixo
Muito baixo,Alto,Muito baixo,Muito baixo,Muito baixo,Medio,Baixo,Muito alto,Alto,Baixo
Baixo,Alto,Medio,Baixo,Muito alto,Medio,Medio,Muito baixo,Medio,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Alto,Baixo,Baixo,Baixo,Muito alto,Baixo,Muito baixo,Muito baixo,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Baixo
Baixo,Alto,Muito baixo,Baixo,Muito alto,Baixo,Muito baixo,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Alto,Alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Medio
Medio,Muito alto,Muito baixo,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Medio
Alto,Muito alto,Medio,Baixo,Muito alto,Medio,Alto,Muito alto,Medio,Medio
Alto,Baixo,Alto,Muito alto,Muito baixo,Muito baixo,Baixo,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Medio
Muito baixo,Muito baixo,Alto,Muito alto,Muito baixo,Baixo,Medio,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito alto,Medio,Medio,Muito baixo,Medio,Alto,Muito baixo,Muito baixo,Medio
Medio,Muito baixo,Alto,Muito baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Medio
Alto,Muito baixo,Baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Alto,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Baixo,Alto,Baixo,Alto,Muito alto,Medio,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Alto,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Alto,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Medio
Muito alto,Baixo,Muito baixo,Baixo,Alto,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Medio
Muito baixo,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Medio,Alto,Muito baixo,Medio
Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Baixo,Muito baixo,Alto,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Medio
Alto,Muito alto,Medio,Muito alto,Baixo,Baixo,Medio,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Medio
Alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Medio,Muito alto,Muito alto,Medio,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Medio
Medio,Muito baixo,Baixo,Baixo,Muito alto,Muito baixo,Alto,Baixo,Alto,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito alto,Muito baixo,Muito alto,Muito alto,Muito baixo,Medio,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Alto,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Alto,Muito baixo,Baixo,Alto
Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto
Alto,Muito baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Medio,Muito baixo,Medio,Alto
Baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto
Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Alto
Alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Alto
Alto,Baixo,Medio,Alto,Muito baixo,Medio,Muito alto,Baixo,Alto,Alto
Alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Alto
Muito alto,Muito alto,Muito baixo,Muito alto,Muito alto,Muito baixo,Alto,Muito baixo,Muito baixo,Muito alto
Alto,Baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Medio,Muito alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto
Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Muito alto
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto
Alto,Muito baixo,Muito alto,Muito alto,Muito baixo,Muito baixo,Muito alto,Baixo,Muito alto,Muito alto
