App1 - SLLC,App1 - DRAM,App1 - NET,App2 - SLLC,App2 - DRAM,App2 - NET,App3 - SLLC,App3 - DRAM,App3 - NET,Nivel de interferencia
Baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo
Baixo,Muito baixo,Medio,Baixo,Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Muito baixo
Muito baixo,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Alto,Baixo,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Muito baixo
Muito alto,Baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo
Muito baixo,Baixo,Medio,Muito baixo,Baixo,Medio,Muito alto,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Medio,Muito baixo
Muito baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Baixo,Baixo,Baixo,Medio,Muito baixo
Alto,Muito alto,Medio,Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Baixo,Muito baixo
Baixo,Muito baixo,Medio,Muito baixo,Muito baixo,Alto,Muito baixo,Muito alto,Alto,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito baixo
Alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Baixo,Muito baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Baixo,Muito baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito baixo,Medio,Alto,Muito alto,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito baixo,Alto,Alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Muito baixo,Muito baixo,Muito alto,Muito alto,Muito baixo,Baixo,Muito baixo,Muito alto,Baixo,Baixo
Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Baixo,Medio,Muito alto,Medio,Muito baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Medio,Baixo
Muito alto,Muito baixo,Baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Muito baixo,Medio,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Muito baixo,Muito alto,Muito baixo,Medio,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Alto,Baixo,Alto,Muito baixo,Baixo
Alto,Muito baixo,Baixo,Baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Baixo
Muito baixo,Muito alto,Muito baixo,Muito alto,Baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Baixo
Muito alto,Baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Baixo,Baixo,Baixo
Alto,Muito baixo,Alto,Baixo,Muito baixo,Baixo,Baixo,Alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Baixo,Baixo,Muito alto,Muito baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Medio,Muito baixo,Baixo,Baixo,Baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Alto,Muito alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Alto,Baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Baixo
Muito baixo,Muito baixo,Muito alto,Baixo,Alto,Muito baixo,Muito alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Baixo
Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito alto,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Baixo,Baixo,Baixo
Baixo,Alto,Baixo,Baixo,Muito baixo,Baixo,Muito baixo,Muito alto,Medio,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Muito alto,Baixo,Alto,Medio,Medio,Muito alto,Muito baixo,Baixo
Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Alto,Baixo,Medio,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Medio,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo
Medio,Muito baixo,Muito baixo,Baixo,Muito alto,Alto,Muito baixo,Muito alto,Medio,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Baixo
Medio,Muito alto,Medio,Baixo,Muito baixo,Medio,Medio,Alto,Medio,Baixo
Muito baixo,Muito alto,Medio,Alto,Baixo,Baixo,Baixo,Muito alto,Medio,Baixo
Muito baixo,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Muito alto,Baixo,Medio,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Muito alto,Muito baixo,Muito alto,Medio,Baixo,Alto,Medio,Baixo
Baixo,Alto,Medio,Medio,Muito alto,Medio,Alto,Muito baixo,Baixo,Baixo
Muito alto,Muito baixo,Medio,Muito baixo,Alto,Baixo,Muito baixo,Muito baixo,Baixo,Baixo
Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Medio,Baixo,Muito alto,Alto,Baixo
Baixo,Muito baixo,Medio,Baixo,Muito alto,Medio,Muito alto,Muito baixo,Medio,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo
Alto,Muito alto,Baixo,Baixo,Muito alto,Baixo,Medio,Muito baixo,Baixo,Baixo
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Baixo
Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Medio,Muito baixo,Medio,Muito baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo
Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Baixo
Alto,Muito baixo,Medio,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Medio,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Baixo
Alto,Baixo,Muito alto,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Alto,Baixo
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Baixo
Baixo,Alto,Muito baixo,Baixo,Muito alto,Baixo,Muito baixo,Muito baixo,Alto,Baixo
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Baixo,Muito alto,Medio,Baixo
Baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Alto,Alto,Muito baixo,Muito baixo,Baixo
Muito baixo,Muito alto,Muito baixo,Medio,Muito baixo,Baixo,Medio,Muito alto,Baixo,Baixo
Alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Baixo,Muito baixo,Muito baixo,Medio
Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Baixo,Baixo,Muito baixo,Baixo,Medio
Alto,Muito alto,Medio,Baixo,Muito alto,Medio,Muito baixo,Muito alto,Medio,Medio
Alto,Muito alto,Baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Medio
Medio,Alto,Alto,Muito alto,Muito baixo,Baixo,Medio,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Muito baixo,Alto,Medio,Medio
Muito alto,Muito alto,Medio,Medio,Alto,Medio,Alto,Muito baixo,Medio,Medio
Medio,Muito baixo,Alto,Medio,Muito alto,Muito baixo,Muito baixo,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Baixo,Medio
Alto,Muito baixo,Alto,Medio,Muito alto,Muito baixo,Alto,Muito baixo,Alto,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito baixo,Alto,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Baixo,Alto,Baixo,Alto,Baixo,Medio,Medio
Alto,Muito alto,Baixo,Alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Medio
Baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Baixo,Alto,Muito baixo,Muito baixo,Medio
Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Alto,Muito baixo,Baixo,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Alto,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Alto,Muito baixo,Baixo,Medio
Muito alto,Baixo,Muito baixo,Baixo,Muito baixo,Alto,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Medio
Muito baixo,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Muito baixo,Muito baixo,Muito baixo,Medio
Muito alto,Muito baixo,Medio,Muito baixo,Muito baixo,Alto,Baixo,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Baixo,Muito alto,Medio,Alto,Muito baixo,Baixo,Medio
Alto,Baixo,Medio,Muito alto,Muito alto,Alto,Muito alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Medio
Alto,Muito baixo,Baixo,Muito baixo,Muito alto,Alto,Muito alto,Muito baixo,Medio,Medio
Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Medio
Alto,Muito baixo,Medio,Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito baixo,Muito alto,Baixo,Medio,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Medio
Baixo,Muito alto,Medio,Muito alto,Baixo,Muito baixo,Alto,Muito alto,Baixo,Medio
Alto,Muito alto,Alto,Muito alto,Muito baixo,Baixo,Muito baixo,Baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Medio
Muito alto,Muito alto,Muito alto,Baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Medio,Medio
Medio,Muito baixo,Medio,Muito alto,Muito alto,Baixo,Muito alto,Muito baixo,Muito baixo,Medio
Muito alto,Muito baixo,Muito baixo,Muito baixo,Muito baixo,Muito alto,Baixo,Alto,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Muito alto,Muito baixo,Baixo,Medio
Medio,Muito baixo,Alto,Baixo,Muito alto,Muito baixo,Alto,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Baixo,Muito alto,Baixo,Medio
Muito alto,Baixo,Muito baixo,Muito alto,Baixo,Medio,Muito baixo,Muito alto,Baixo,Medio
Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Muito baixo,Alto,Muito baixo,Medio,Medio
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Medio
Baixo,Alto,Baixo,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Medio
Alto,Muito baixo,Baixo,Alto,Muito baixo,Muito alto,Alto,Muito baixo,Baixo,Alto
Muito baixo,Muito baixo,Alto,Alto,Baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Baixo,Alto
Muito baixo,Muito baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Alto
Medio,Muito alto,Muito baixo,Muito alto,Muito baixo,Medio,Alto,Muito baixo,Medio,Alto
Muito alto,Muito baixo,Medio,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Medio,Alto,Muito alto,Medio,Alto,Baixo,Baixo,Alto
Baixo,Muito alto,Baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Alto
Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Medio,Alto,Muito baixo,Muito baixo,Alto
Muito baixo,Muito baixo,Medio,Muito baixo,Muito alto,Baixo,Muito alto,Muito baixo,Muito baixo,Alto
Alto,Baixo,Medio,Medio,Muito baixo,Alto,Alto,Muito baixo,Medio,Alto
Alto,Baixo,Medio,Alto,Muito baixo,Medio,Medio,Muito alto,Alto,Alto
Medio,Muito baixo,Medio,Alto,Muito alto,Muito baixo,Alto,Muito baixo,Medio,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Muito alto,Muito baixo,Medio,Alto
Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Muito baixo,Muito alto,Muito baixo,Medio,Alto
Muito alto,Baixo,Muito baixo,Muito alto,Baixo,Muito baixo,Alto,Muito baixo,Muito baixo,Muito alto
Muito baixo,Muito alto,Medio,Muito alto,Muito baixo,Baixo,Alto,Muito baixo,Medio,Muito alto
Alto,Muito alto,Muito baixo,Muito alto,Baixo,Baixo,Muito alto,Baixo,Baixo,Muito alto
Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Alto,Muito baixo,Baixo,Muito alto
Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto,Muito baixo,Baixo,Muito alto
Muito baixo,Muito baixo,Baixo,Muito alto,Muito baixo,Muito baixo,Muito alto,Baixo,Baixo,Muito alto
